student_id,school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest
7ZH49,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,46.0
2QC96,DNQDD,Suburban,Public,ST7,Standard,20.0,Female,Qualifies for reduced/free lunch,64.0
4IDEM,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Female,Qualifies for reduced/free lunch,56.0
TDTSM,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,69.0
T777S,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,58.0
NZ8Y5,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,74.0
M2H7J,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,31.0
QMRNM,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,53.0
ENASL,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Does not qualify,53.0
RTV9D,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,65.0
NF7O4,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,36.0
FNQIP,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,34.0
VVZRY,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,40.0
0MRJH,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,49.0
W9FKB,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,61.0
QLIX9,KZKKE,Rural,Public,3D0,Standard,22.0,Male,Qualifies for reduced/free lunch,34.0
RC59J,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,57.0
2GDJ8,UAGPU,Suburban,Public,NWZ,Standard,21.0,Male,Does not qualify,58.0
7QTEC,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,66.0
SI1WU,VKWQH,Rural,Public,341,Standard,18.0,Female,Does not qualify,46.0
AQWWF,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,40.0
KO0KO,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,77.0
GK1Q3,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,51.0
A1554,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,78.0
QM9VS,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,26.0
IW48S,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Male,Qualifies for reduced/free lunch,63.0
35KZZ,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Does not qualify,62.0
703YR,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Qualifies for reduced/free lunch,49.0
AITPY,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Does not qualify,65.0
93CDF,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,34.0
NRU3S,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,53.0
G3L6V,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,48.0
20UT3,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,71.0
S0FNE,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Qualifies for reduced/free lunch,61.0
N3QE5,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,46.0
7VV8V,QOQTS,Urban,Public,SUR,Standard,28.0,Male,Does not qualify,56.0
QRX9B,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,32.0
U3GC0,CUQAM,Urban,Public,OMI,Standard,28.0,Female,Does not qualify,52.0
7D9JO,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Male,Does not qualify,68.0
9P75A,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,44.0
AN3SG,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,53.0
EHWEI,UAGPU,Suburban,Public,NWZ,Standard,21.0,Male,Does not qualify,58.0
1QMDI,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Male,Does not qualify,60.0
S5K17,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,67.0
9C08L,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,29.0
QW175,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,59.0
ILS1W,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,62.0
ZDWE1,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,39.0
9GEEG,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,39.0
CQRYE,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,91.0
B6VQP,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Does not qualify,55.0
CNER1,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,45.0
NKEK5,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Qualifies for reduced/free lunch,59.0
PIYL8,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Does not qualify,59.0
Y4LA5,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,45.0
1IALS,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Female,Does not qualify,61.0
TF7O6,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,34.0
86NLD,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Qualifies for reduced/free lunch,39.0
YW9AS,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,48.0
QXTHU,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,93.0
QZX9P,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,69.0
OA330,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,70.0
T61LX,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,53.0
B4BQ2,UAGPU,Suburban,Public,S98,Standard,21.0,Female,Does not qualify,66.0
WZ6C2,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,34.0
1M80R,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,53.0
IFC62,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Male,Does not qualify,60.0
HFMAA,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,52.0
4Y0J5,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,42.0
0VF9P,UAGPU,Suburban,Public,62L,Standard,23.0,Female,Does not qualify,67.0
C6ESF,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,69.0
BD68G,IDGFP,Urban,Non-public,G2L,Standard,17.0,Male,Does not qualify,69.0
YWJV1,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,50.0
42M64,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,53.0
RYOCW,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,49.0
UWEZN,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Female,Does not qualify,67.0
SC382,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,41.0
J9O6H,CUQAM,Urban,Public,OMI,Standard,28.0,Female,Does not qualify,54.0
3SRQL,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,53.0
RHOL5,KZKKE,Rural,Public,3D0,Standard,22.0,Male,Qualifies for reduced/free lunch,31.0
Q4ZMR,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,36.0
JSXAG,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,81.0
KC6W4,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,59.0
K58CZ,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,51.0
2PEWE,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,41.0
GYLNC,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Female,Does not qualify,62.0
463P7,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Does not qualify,41.0
ZJHIT,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Does not qualify,56.0
CHAJB,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,74.0
OFPX7,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,50.0
T0WEF,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,34.0
FZMZP,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,57.0
ECH9Z,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,38.0
76O2H,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Male,Does not qualify,55.0
3MV44,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Male,Does not qualify,64.0
75PYA,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,51.0
YSJ06,GOOBU,Urban,Public,CXC,Standard,24.0,Male,Qualifies for reduced/free lunch,29.0
J4LOI,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,72.0
MVXN3,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Female,Does not qualify,63.0
4OIRE,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,38.0
THJJ1,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,54.0
UA1VB,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,79.0
7XG5T,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,63.0
N1923,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,82.0
MOCJB,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Qualifies for reduced/free lunch,41.0
EJH9S,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,54.0
KUH3Q,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,57.0
8JLKV,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,70.0
0VR4J,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Does not qualify,50.0
QJUR1,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,47.0
SYCX7,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,65.0
LBM49,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,35.0
UUSTB,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Male,Does not qualify,55.0
W1RIV,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,52.0
ZVCQ8,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,41.0
7XHBP,KZKKE,Rural,Public,QTU,Standard,23.0,Female,Qualifies for reduced/free lunch,35.0
FQUMU,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,38.0
39EA1,DNQDD,Suburban,Public,ROP,Experimental,28.0,Female,Does not qualify,62.0
IKNTB,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,33.0
PXW4K,UAGPU,Suburban,Public,S98,Standard,21.0,Female,Does not qualify,72.0
3E36E,UUUQX,Suburban,Non-public,SSP,Standard,15.0,Female,Does not qualify,66.0
6F38N,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,44.0
UMFI7,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Qualifies for reduced/free lunch,56.0
UNN56,UKPGS,Suburban,Public,XXE,Standard,22.0,Male,Does not qualify,78.0
8TZ7Z,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,44.0
0HAGQ,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,59.0
UC234,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,63.0
DC2NZ,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,33.0
9GYWF,DNQDD,Suburban,Public,XXJ,Standard,27.0,Male,Qualifies for reduced/free lunch,56.0
EKU9C,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,66.0
0H9EO,CUQAM,Urban,Public,OMI,Standard,28.0,Female,Does not qualify,52.0
L5CN8,VKWQH,Rural,Public,IEM,Experimental,22.0,Female,Does not qualify,41.0
SNQT3,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,75.0
1AP9Z,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,58.0
X916N,LAYPA,Rural,Public,RA5,Experimental,17.0,Male,Does not qualify,67.0
0TG4E,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,44.0
C6U78,UAGPU,Suburban,Public,S98,Standard,21.0,Female,Does not qualify,67.0
FF3C5,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Does not qualify,46.0
RZB93,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,69.0
O144X,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Male,Does not qualify,67.0
L5T1W,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Qualifies for reduced/free lunch,63.0
HRZOJ,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Female,Does not qualify,66.0
S8IFL,GJJHK,Suburban,Public,HCB,Standard,22.0,Male,Qualifies for reduced/free lunch,45.0
X36VE,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Female,Qualifies for reduced/free lunch,46.0
TOJEJ,VVTVA,Urban,Public,7BL,Standard,29.0,Male,Qualifies for reduced/free lunch,39.0
9Q9RK,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,57.0
BYVSP,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,86.0
76TQY,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,28.0
LB4AC,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,73.0
IEA4E,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,53.0
IZDY7,UUUQX,Suburban,Non-public,SSP,Standard,15.0,Male,Does not qualify,63.0
C32WQ,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,43.0
AX6YY,GJJHK,Suburban,Public,X78,Standard,21.0,Female,Qualifies for reduced/free lunch,53.0
0MXW8,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,53.0
UZ1YR,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,81.0
AD5OK,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Qualifies for reduced/free lunch,55.0
YV3L0,UAGPU,Suburban,Public,1SZ,Standard,22.0,Male,Does not qualify,60.0
94EK4,UAGPU,Suburban,Public,62L,Standard,23.0,Female,Does not qualify,65.0
95X1X,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Male,Qualifies for reduced/free lunch,58.0
S4I5S,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,39.0
YB3AW,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Does not qualify,65.0
U086J,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,48.0
JZJZ5,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,76.0
UE2TY,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,67.0
JU9C5,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Male,Does not qualify,70.0
XH5US,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Male,Does not qualify,62.0
DRC00,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,31.0
2WHU2,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,54.0
4V1FZ,IDGFP,Urban,Non-public,05H,Standard,22.0,Female,Does not qualify,71.0
HA68O,VKWQH,Rural,Public,D33,Standard,21.0,Female,Does not qualify,67.0
8RSUD,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,65.0
M34JB,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,40.0
OJLP8,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Qualifies for reduced/free lunch,55.0
GT9F2,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Qualifies for reduced/free lunch,59.0
Y8E09,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,51.0
QOXPF,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Does not qualify,50.0
DI6CN,UAGPU,Suburban,Public,1SZ,Standard,22.0,Female,Does not qualify,60.0
0797N,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,34.0
H1H52,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Does not qualify,69.0
FE2K4,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Qualifies for reduced/free lunch,35.0
WKT2V,UKPGS,Suburban,Public,KXB,Experimental,18.0,Female,Does not qualify,75.0
HF4C7,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,29.0
H9GCW,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,86.0
QLX2Z,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,71.0
ET5M9,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,23.0
JZA64,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,58.0
DVU8C,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,33.0
QUDU5,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,32.0
13IGD,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,72.0
F1JQ8,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,50.0
1QIW0,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Does not qualify,49.0
LTIOX,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,26.0
236KA,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Does not qualify,68.0
JPYUB,UUUQX,Suburban,Non-public,SSP,Standard,15.0,Female,Does not qualify,73.0
TJRIV,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Female,Does not qualify,61.0
AP72E,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,58.0
74BU8,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,51.0
6J0JA,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,49.0
M1AZ2,UKPGS,Suburban,Public,9AW,Standard,25.0,Male,Does not qualify,83.0
GKK5I,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Qualifies for reduced/free lunch,42.0
HKS1U,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,56.0
6OF17,IDGFP,Urban,Non-public,XZM,Standard,17.0,Female,Does not qualify,72.0
IAKEV,OJOBU,Rural,Public,6U9,Standard,22.0,Male,Does not qualify,51.0
K6ZLE,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Does not qualify,44.0
LM4OR,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,44.0
QIHFX,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,32.0
W7JZI,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,53.0
LKACN,DNQDD,Suburban,Public,ST7,Standard,20.0,Female,Qualifies for reduced/free lunch,55.0
DXJFP,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,71.0
S56V4,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Does not qualify,65.0
H5DOH,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,57.0
J2AQX,OJOBU,Rural,Public,FS3,Standard,19.0,Female,Does not qualify,62.0
EDR5K,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Does not qualify,54.0
7UUD2,KZKKE,Rural,Public,2BR,Standard,20.0,Male,Qualifies for reduced/free lunch,49.0
DW27M,UKPGS,Suburban,Public,KXB,Experimental,18.0,Female,Does not qualify,76.0
N1YBR,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,52.0
TRHW9,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,40.0
WC5I6,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,63.0
MNYAI,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,66.0
O8S23,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,42.0
COAU1,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,81.0
78IT6,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,32.0
OD271,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,66.0
IDT35,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,71.0
HSDFE,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,45.0
3CQUU,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,40.0
DM6UL,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,49.0
TJBLQ,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,40.0
IBX0J,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,68.0
YG9VR,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,38.0
UGL3V,VKWQH,Rural,Public,341,Standard,18.0,Male,Does not qualify,42.0
JME0Z,CUQAM,Urban,Public,X6Z,Experimental,24.0,Female,Does not qualify,53.0
F08JN,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,54.0
994YC,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,31.0
Y2RWV,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Does not qualify,49.0
B9AML,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,40.0
RZ8R2,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,39.0
FPUKO,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,38.0
OKZQZ,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,31.0
4KZTB,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,50.0
O0CCH,LAYPA,Rural,Public,RA5,Experimental,17.0,Female,Does not qualify,65.0
C7MHP,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Does not qualify,39.0
OKESX,DNQDD,Suburban,Public,XXJ,Standard,27.0,Female,Qualifies for reduced/free lunch,52.0
BVGDA,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Male,Qualifies for reduced/free lunch,62.0
4JBGB,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,38.0
ZRYLC,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,53.0
ZVM0Q,OJOBU,Rural,Public,5SZ,Experimental,17.0,Female,Does not qualify,60.0
NNWQ5,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,51.0
LYT0H,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,32.0
KJDK7,VKWQH,Rural,Public,341,Standard,18.0,Female,Qualifies for reduced/free lunch,36.0
DZLHN,GOKXL,Rural,Public,TSA,Experimental,23.0,Female,Qualifies for reduced/free lunch,58.0
7SAPU,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Qualifies for reduced/free lunch,48.0
QXGYA,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,71.0
C8BRE,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,40.0
73OKF,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,57.0
0QF6V,UKPGS,Suburban,Public,IPU,Experimental,19.0,Female,Does not qualify,77.0
I2TFD,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,73.0
6M3HN,LAYPA,Rural,Public,RA5,Experimental,17.0,Male,Does not qualify,66.0
N6JN2,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Qualifies for reduced/free lunch,50.0
Y7KJM,CUQAM,Urban,Public,X6Z,Experimental,24.0,Female,Qualifies for reduced/free lunch,49.0
IJPLC,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Does not qualify,44.0
7812G,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,59.0
50MY6,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,60.0
6S1RB,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,47.0
R805N,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,38.0
MFBYU,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Does not qualify,73.0
P0F2W,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,62.0
4QLN0,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,81.0
TH7KI,ANKYI,Urban,Non-public,6OL,Standard,20.0,Male,Does not qualify,63.0
IRU9S,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Qualifies for reduced/free lunch,48.0
YEYXG,VKWQH,Rural,Public,IEM,Experimental,22.0,Female,Does not qualify,42.0
UBRDA,IDGFP,Urban,Non-public,XZM,Standard,17.0,Female,Does not qualify,70.0
FYE5C,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,48.0
FZVQF,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,58.0
2E0P4,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,42.0
XHFUX,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,56.0
ZZGRB,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,32.0
JWURS,UKPGS,Suburban,Public,XXE,Standard,22.0,Female,Does not qualify,77.0
YPLB7,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Does not qualify,67.0
OOUK4,VKWQH,Rural,Public,GYM,Standard,20.0,Female,Does not qualify,48.0
